target,Pred,fVal
ESSFmc_04,ESSFmc_06,0
ESSFmc_04,ESSFmc_07,0
ESSFmc_04,ESSFmc_08,0
ESSFmc_04,ESSFmc_09,0
ESSFmc_04,ESSFmc_10,0
ESSFmc_05,ESSFmc_01,0.05
ESSFmc_05,ESSFmc_02,0
ESSFmc_05,ESSFmc_03,0
ESSFmc_05,ESSFmc_04,0
ESSFmc_05,ESSFmc_05,1
ESSFmc_05,ESSFmc_06,0.1
ESSFmc_05,ESSFmc_07,0.1
ESSFmc_05,ESSFmc_08,0
ESSFmc_05,ESSFmc_09,0
ESSFmc_05,ESSFmc_10,0
ESSFmc_06,ESSFmc_01,0.1
ESSFmc_06,ESSFmc_02,0
ESSFmc_06,ESSFmc_03,0
ESSFmc_06,ESSFmc_04,0
ESSFmc_06,ESSFmc_05,0
ESSFmc_06,ESSFmc_06,1
ESSFmc_06,ESSFmc_07,0.15
ESSFmc_06,ESSFmc_08,0.15
ESSFmc_06,ESSFmc_09,0
ESSFmc_06,ESSFmc_10,0
ESSFmc_07,ESSFmc_01,0
ESSFmc_07,ESSFmc_02,0
ESSFmc_07,ESSFmc_03,0
ESSFmc_07,ESSFmc_04,0
ESSFmc_07,ESSFmc_05,0.1
ESSFmc_07,ESSFmc_06,0.15
ESSFmc_07,ESSFmc_07,1
ESSFmc_07,ESSFmc_08,0.2
ESSFmc_07,ESSFmc_09,0
ESSFmc_07,ESSFmc_10,0.15
ESSFmc_08,ESSFmc_01,0
ESSFmc_08,ESSFmc_02,0
ESSFmc_08,ESSFmc_03,0
ESSFmc_08,ESSFmc_04,0
ESSFmc_08,ESSFmc_05,0
ESSFmc_08,ESSFmc_06,0.15
ESSFmc_08,ESSFmc_07,0.2
ESSFmc_08,ESSFmc_08,1
ESSFmc_08,ESSFmc_09,0.1
ESSFmc_08,ESSFmc_10,0.15
ESSFmc_09,ESSFmc_01,0.05
ESSFmc_09,ESSFmc_02,0
ESSFmc_09,ESSFmc_03,0
ESSFmc_09,ESSFmc_04,0
ESSFmc_09,ESSFmc_05,0
ESSFmc_09,ESSFmc_06,0
ESSFmc_09,ESSFmc_07,0
ESSFmc_09,ESSFmc_08,0.1
ESSFmc_09,ESSFmc_09,1
ESSFmc_09,ESSFmc_10,0
ESSFmc_10,ESSFmc_01,0
ESSFmc_10,ESSFmc_02,0
ESSFmc_10,ESSFmc_03,0
ESSFmc_10,ESSFmc_04,0
ESSFmc_10,ESSFmc_05,0
ESSFmc_10,ESSFmc_06,0
ESSFmc_10,ESSFmc_07,0.15
ESSFmc_10,ESSFmc_08,0.15
ESSFmc_10,ESSFmc_09,0
ESSFmc_10,ESSFmc_10,1
ESSFmcw_101,ESSFmcw_101,1
ESSFmcw_101,ESSFmcw_102,0.1
ESSFmcw_101,ESSFmcw_103,0.2
ESSFmcw_101,ESSFmcw_110,0.2
ESSFmcw_101,ESSFmcw_111,0
ESSFmcw_102,ESSFmcw_101,0.1
ESSFmcw_102,ESSFmcw_101,0.1
ESSFmcw_102,ESSFmcw_102,1
ESSFmcw_102,ESSFmcw_103,0.15
ESSFmcw_102,ESSFmcw_110,0
ESSFmcw_102,ESSFmcw_111,0
ESSFmcw_103,ESSFmcw_101,0.2
ESSFmcw_103,ESSFmcw_102,0
ESSFmcw_103,ESSFmcw_103,1
ESSFmcw_103,ESSFmcw_110,0.05
ESSFmcw_103,ESSFmcw_111,0
ESSFmcw_110,ESSFmcw_101,0.2
ESSFmcw_110,ESSFmcw_102,0
ESSFmcw_110,ESSFmcw_103,0.2
ESSFmcw_110,ESSFmcw_110,1
ESSFmcw_110,ESSFmcw_111,0.2
ESSFmcw_111,ESSFmcw_101,0
ESSFmcw_111,ESSFmcw_102,0
ESSFmcw_111,ESSFmcw_103,0
ESSFmcw_111,ESSFmcw_110,0.2
ESSFmcw_111,ESSFmcw_111,1
ESSFmh_101,ESSFmh_101,1
ESSFmh_101,ESSFmh_102,0
ESSFmh_101,ESSFmh_103,0
ESSFmh_101,ESSFmh_104,0
ESSFmh_101,ESSFmh_105,0.1
ESSFmh_101,ESSFmh_110,0.15
ESSFmh_101,ESSFmh_111,0.05
ESSFmh_101,ESSFmh_112,0
ESSFmh_101,ESSFmh/Ro,0
ESSFmh_102,ESSFmh_101,0
ESSFmh_102,ESSFmh_102,1
ESSFmh_102,ESSFmh_103,0.1
ESSFmh_102,ESSFmh_104,0.05
ESSFmh_102,ESSFmh_105,0
ESSFmh_102,ESSFmh_110,0
ESSFmh_102,ESSFmh_111,0
ESSFmh_102,ESSFmh_112,0
ESSFmh_102,ESSFmh/Ro,0.15
ESSFmh_103,ESSFmh_101,0
ESSFmh_103,ESSFmh_102,0.1
ESSFmh_103,ESSFmh_103,1
ESSFmh_103,ESSFmh_104,0.05
ESSFmh_103,ESSFmh_105,0.1
ESSFmh_103,ESSFmh_110,0
ESSFmh_103,ESSFmh_111,0
ESSFmh_103,ESSFmh_112,0
ESSFmh_103,ESSFmh/Ro,0
ESSFmh_104,ESSFmh_101,0
ESSFmh_104,ESSFmh_102,0.05
ESSFmh_104,ESSFmh_103,0.05
ESSFmh_104,ESSFmh_104,1
ESSFmh_104,ESSFmh_105,0.1
ESSFmh_104,ESSFmh_110,0
ESSFmh_104,ESSFmh_111,0
ESSFmh_104,ESSFmh_112,0
ESSFmh_104,ESSFmh/Ro,0
ESSFmh_105,ESSFmh_101,0.1
ESSFmh_105,ESSFmh_102,0
ESSFmh_105,ESSFmh_103,0.1
ESSFmh_105,ESSFmh_104,0.1
ESSFmh_105,ESSFmh_105,1
ESSFmh_105,ESSFmh_110,0
ESSFmh_105,ESSFmh_111,0
ESSFmh_105,ESSFmh_112,0
ESSFmh_105,ESSFmh/Ro,0
ESSFmh_110,ESSFmh_101,0.15
ESSFmh_110,ESSFmh_102,0
ESSFmh_110,ESSFmh_103,0
ESSFmh_110,ESSFmh_104,0
ESSFmh_110,ESSFmh_105,0
ESSFmh_110,ESSFmh_110,1
ESSFmh_110,ESSFmh_111,0.3
ESSFmh_110,ESSFmh_112,0
ESSFmh_110,ESSFmh/Ro,0
ESSFmh_111,ESSFmh_101,0.05
ESSFmh_111,ESSFmh_102,0
ESSFmh_111,ESSFmh_103,0
ESSFmh_111,ESSFmh_104,0
ESSFmh_111,ESSFmh_105,0
ESSFmh_111,ESSFmh_110,0.3
ESSFmh_111,ESSFmh_111,1
ESSFmh_111,ESSFmh_112,0.3
ESSFmh_111,ESSFmh/Ro,0
ESSFmh_112,ESSFmh_101,0
ESSFmh_112,ESSFmh_102,0
ESSFmh_112,ESSFmh_103,0
ESSFmh_112,ESSFmh_104,0
ESSFmh_112,ESSFmh_105,0
ESSFmh_112,ESSFmh_110,0
ESSFmh_112,ESSFmh_111,0.3
ESSFmh_112,ESSFmh_112,1
ESSFmh_112,ESSFmh/Ro,0
FM,ICHmw5_101,0.05
FM,ICHmw5_102,0
FM,ICHmw5_103,0
FM,ICHmw5_104,0
FM,ICHmw5_110,0.1
FM,ICHmw5_111,0.05
FM,ICHmw5_112,0.05
FM,FM,1
FM,Ro,0
FM,ICHmw5_113,0.05
ICHdw1_101,ICHdw1_101,1
ICHdw1_101,ICHdw1_102,0
ICHdw1_101,ICHdw1_103,0.1
ICHdw1_101,ICHdw1_104,0.25
ICHdw1_101,ICHdw1_110,0.1
ICHdw1_101,ICHdw1_111,0.05
ICHdw1_101,ICHdw1_112,0
ICHdw1_101,ICHdw1_113,0
ICHdw1_101,Ro,0
ICHdw1_102,ICHdw1_101,0
ICHdw1_102,ICHdw1_102,1
ICHdw1_102,ICHdw1_103,0.1
ICHdw1_102,ICHdw1_104,0.1
ICHdw1_102,ICHdw1_110,0
ICHdw1_102,ICHdw1_111,0
ICHdw1_102,ICHdw1_112,0
ICHdw1_102,ICHdw1_113,0
ICHdw1_102,Ro,0.1
ICHdw1_103,ICHdw1_101,0.1
ICHdw1_103,ICHdw1_102,0.1
ICHdw1_103,ICHdw1_103,1
ICHdw1_103,ICHdw1_104,0.25
ICHdw1_103,ICHdw1_110,0
ICHdw1_103,ICHdw1_111,0
ICHdw1_103,ICHdw1_112,0
ICHdw1_103,ICHdw1_113,0
ICHdw1_103,Ro,0
ICHdw1_104,ICHdw1_101,0.25
ICHdw1_104,ICHdw1_102,0.1
ICHdw1_104,ICHdw1_103,0.25
ICHdw1_104,ICHdw1_104,1
ICHdw1_104,ICHdw1_110,0
ICHdw1_104,ICHdw1_111,0
ICHdw1_104,ICHdw1_112,0
ICHdw1_104,ICHdw1_113,0
ICHdw1_104,Ro,0
ICHdw1_110,ICHdw1_101,0.1
ICHdw1_110,ICHdw1_102,0
ICHdw1_110,ICHdw1_103,0
ICHdw1_110,ICHdw1_104,0
ICHdw1_110,ICHdw1_110,1
ICHdw1_110,ICHdw1_111,0.15
ICHdw1_110,ICHdw1_112,0.1
ICHdw1_110,ICHdw1_113,0.05
ICHdw1_110,Ro,0
ICHdw1_111,ICHdw1_101,0.05
ICHdw1_111,ICHdw1_102,0
ICHdw1_111,ICHdw1_103,0
ICHdw1_111,ICHdw1_104,0
ICHdw1_111,ICHdw1_110,0.15
ICHdw1_111,ICHdw1_111,1
ICHdw1_111,ICHdw1_112,0.2
ICHdw1_111,ICHdw1_113,0.2
ICHdw1_111,Ro,0
ICHdw1_112,ICHdw1_101,0
ICHdw1_112,ICHdw1_102,0
ICHdw1_112,ICHdw1_103,0
ICHdw1_112,ICHdw1_104,0
ICHdw1_112,ICHdw1_110,0.1
ICHdw1_112,ICHdw1_111,0.2
ICHdw1_112,ICHdw1_112,1
ICHdw1_112,ICHdw1_113,0.2
ICHdw1_112,Ro,0
ICHdw1_113,ICHdw1_101,0
ICHdw1_113,ICHdw1_102,0
ICHdw1_113,ICHdw1_103,0
ICHdw1_113,ICHdw1_104,0
ICHdw1_113,ICHdw1_110,0.05
ICHdw1_113,ICHdw1_111,0.2
ICHdw1_113,ICHdw1_112,0.2
ICHdw1_113,ICHdw1_113,1
ICHdw1_113,Ro,0
ICHmk1_101,ICHmk1_101,1
ICHmk1_101,ICHmk1_102,0
ICHmk1_101,ICHmk1_103,0
ICHmk1_101,ICHmk1_104,0.05
ICHmk1_101,ICHmk1_105,0.1
ICHmk1_101,ICHmk1_110,0.1
ICHmk1_101,ICHmk1_111,0.1
ICHmk1_101,ICHmk1_112,0
ICHmk1_101,Ro,0
ICHmk1_102,ICHmk1_101,0
ICHmk1_102,ICHmk1_102,1
ICHmk1_102,ICHmk1_103,0.15
ICHmk1_102,ICHmk1_104,0.05
ICHmk1_102,ICHmk1_105,0.1
ICHmk1_102,ICHmk1_110,0
ICHmk1_102,ICHmk1_111,0
ICHmk1_102,ICHmk1_112,0
ICHmk1_102,Ro,0.1
ICHmk1_103,ICHmk1_101,0
ICHmk1_103,ICHmk1_102,0.15
ICHmk1_103,ICHmk1_103,1
ICHmk1_103,ICHmk1_104,0.05
ICHmk1_103,ICHmk1_105,0.1
ICHmk1_103,ICHmk1_110,0
ICHmk1_103,ICHmk1_111,0
ICHmk1_103,ICHmk1_112,0
ICHmk1_103,Ro,0
ICHmk1_104,ICHmk1_101,0.05
ICHmk1_104,ICHmk1_102,0.05
ICHmk1_104,ICHmk1_103,0.05
ICHmk1_104,ICHmk1_104,1
ICHmk1_104,ICHmk1_105,0.1
ICHmk1_104,ICHmk1_110,0
ICHmk1_104,ICHmk1_111,0
ICHmk1_104,ICHmk1_112,0
ICHmk1_104,Ro,0
ICHmk1_105,ICHmk1_101,0.1
ICHmk1_105,ICHmk1_102,0.1
ICHmk1_105,ICHmk1_103,0.1
ICHmk1_105,ICHmk1_104,0.1
ICHmk1_105,ICHmk1_105,1
ICHmk1_105,ICHmk1_110,0
ICHmk1_105,ICHmk1_111,0
ICHmk1_105,ICHmk1_112,0
ICHmk1_105,Ro,0
ICHmk1_110,ICHmk1_101,0.1
ICHmk1_110,ICHmk1_102,0
ICHmk1_110,ICHmk1_103,0
ICHmk1_110,ICHmk1_104,0
ICHmk1_110,ICHmk1_105,0
ICHmk1_110,ICHmk1_110,1
ICHmk1_110,ICHmk1_111,0.2
ICHmk1_110,ICHmk1_112,0.1
ICHmk1_110,Ro,0
ICHmk1_111,ICHmk1_101,0.1
ICHmk1_111,ICHmk1_102,0
ICHmk1_111,ICHmk1_103,0
ICHmk1_111,ICHmk1_104,0
ICHmk1_111,ICHmk1_105,0
ICHmk1_111,ICHmk1_110,0.2
ICHmk1_111,ICHmk1_111,1
ICHmk1_111,ICHmk1_112,0.2
ICHmk1_111,Ro,0
ICHmk1_112,ICHmk1_101,0
ICHmk1_112,ICHmk1_102,0
ICHmk1_112,ICHmk1_103,0
ICHmk1_112,ICHmk1_104,0
ICHmk1_112,ICHmk1_105,0
ICHmk1_112,ICHmk1_110,0.1
ICHmk1_112,ICHmk1_111,0.2
ICHmk1_112,ICHmk1_112,1
ICHmk1_112,Ro,0
ICHmw5_101,ICHmw5_101,1
ICHmw5_101,ICHmw5_102,0
ICHmw5_101,ICHmw5_103,0
ICHmw5_101,ICHmw5_104,0.1
ICHmw5_101,ICHmw5_110,0.15
ICHmw5_101,ICHmw5_111,0.05
ICHmw5_101,ICHmw5_112,0.05
ICHmw5_101,FM,0.05
ICHmw5_101,Ro,0
ICHmw5_101,ICHmw5_113,0
ICHmw5_102,ICHmw5_101,0
ICHmw5_102,ICHmw5_102,1
ICHmw5_102,ICHmw5_103,0.15
ICHmw5_102,ICHmw5_104,0.05
ICHmw5_102,ICHmw5_110,0
ICHmw5_102,ICHmw5_111,0
ICHmw5_102,ICHmw5_112,0
ICHmw5_102,FM,0
ICHmw5_102,Ro,0.1
ICHmw5_102,ICHmw5_113,0
ICHmw5_103,ICHmw5_101,0
ICHmw5_103,ICHmw5_102,0.15
ICHmw5_103,ICHmw5_103,1
ICHmw5_103,ICHmw5_104,0.2
ICHmw5_103,ICHmw5_110,0
ICHmw5_103,ICHmw5_111,0
ICHmw5_103,ICHmw5_112,0
ICHmw5_103,FM,0
ICHmw5_103,Ro,0
ICHmw5_103,ICHmw5_113,0
ICHmw5_104,ICHmw5_101,0.1
ICHmw5_104,ICHmw5_102,0.05
ICHmw5_104,ICHmw5_103,0.2
ICHmw5_104,ICHmw5_104,1
ICHmw5_104,ICHmw5_110,0
ICHmw5_104,ICHmw5_111,0
ICHmw5_104,ICHmw5_112,0
ICHmw5_104,FM,0
ICHmw5_104,Ro,0
ICHmw5_104,ICHmw5_113,0
ICHmw5_110,ICHmw5_101,0.15
ICHmw5_110,ICHmw5_102,0
ICHmw5_110,ICHmw5_103,0
ICHmw5_110,ICHmw5_104,0
ICHmw5_110,ICHmw5_110,1
ICHmw5_110,ICHmw5_111,0.2
ICHmw5_110,ICHmw5_112,0.2
ICHmw5_110,FM,0.1
ICHmw5_110,Ro,0
ICHmw5_110,ICHmw5_113,0.05
ICHmw5_111,ICHmw5_101,0.05
ICHmw5_111,ICHmw5_102,0
ICHmw5_111,ICHmw5_103,0
ICHmw5_111,ICHmw5_104,0
ICHmw5_111,ICHmw5_110,0.2
ICHmw5_111,ICHmw5_111,1
ICHmw5_111,ICHmw5_112,1
ICHmw5_111,FM,0.05
ICHmw5_111,Ro,0
ICHmw5_111,ICHmw5_113,0.15
ICHmw5_112,ICHmw5_101,0.05
ICHmw5_112,ICHmw5_102,0
ICHmw5_112,ICHmw5_103,0
ICHmw5_112,ICHmw5_104,0
ICHmw5_112,ICHmw5_110,0.2
ICHmw5_112,ICHmw5_111,1
ICHmw5_112,ICHmw5_112,1
ICHmw5_112,FM,0.05
ICHmw5_112,Ro,0
ICHmw5_112,ICHmw5_113,0.15
ICHmw5_113,ICHmw5_101,0
ICHmw5_113,ICHmw5_102,0
ICHmw5_113,ICHmw5_103,0
ICHmw5_113,ICHmw5_104,0
ICHmw5_113,ICHmw5_110,0.05
ICHmw5_113,ICHmw5_111,0.15
ICHmw5_113,ICHmw5_112,0.15
ICHmw5_113,FM,0.05
ICHmw5_113,Ro,0
ICHmw5_113,ICHmw5_113,1
ICHxw_101,ICHxw_101,1
ICHxw_101,ICHxw_102,0
ICHxw_101,ICHxw_103,0
ICHxw_101,ICHxw_104,0.1
ICHxw_101,ICHxw_110,0.15
ICHxw_101,ICHxw_111,0.1
ICHxw_101,ICHxw_112,0
ICHxw_101,ICHxw_113,0
ICHxw_101,Ro,0
ICHxw_102,ICHxw_101,0
ICHxw_102,ICHxw_102,1
ICHxw_102,ICHxw_103,0.05
ICHxw_102,ICHxw_104,0
ICHxw_102,ICHxw_110,0
ICHxw_102,ICHxw_111,0
ICHxw_102,ICHxw_112,0
ICHxw_102,ICHxw_113,0
ICHxw_102,Ro,0.1
ICHxw_103,ICHxw_101,0
ICHxw_103,ICHxw_102,0.05
ICHxw_103,ICHxw_103,1
ICHxw_103,ICHxw_104,0.15
ICHxw_103,ICHxw_110,0
ICHxw_103,ICHxw_111,0
ICHxw_103,ICHxw_112,0
ICHxw_103,ICHxw_113,0
ICHxw_103,Ro,0
ICHxw_104,ICHxw_101,0.1
ICHxw_104,ICHxw_102,0
ICHxw_104,ICHxw_103,0.15
ICHxw_104,ICHxw_104,1
ICHxw_104,ICHxw_110,0
ICHxw_104,ICHxw_111,0
ICHxw_104,ICHxw_112,0
ICHxw_104,ICHxw_113,0
ICHxw_104,Ro,0
ICHxw_110,ICHxw_101,0.15
ICHxw_110,ICHxw_102,0
ICHxw_110,ICHxw_103,0
ICHxw_110,ICHxw_104,0
ICHxw_110,ICHxw_110,1
ICHxw_110,ICHxw_111,0.25
ICHxw_110,ICHxw_112,0.1
ICHxw_110,ICHxw_113,0.05
ICHxw_110,Ro,0
ICHxw_111,ICHxw_101,0.1
ICHxw_111,ICHxw_102,0
ICHxw_111,ICHxw_103,0
ICHxw_111,ICHxw_104,0
ICHxw_111,ICHxw_110,0.25
ICHxw_111,ICHxw_111,1
ICHxw_111,ICHxw_112,0.2
ICHxw_111,ICHxw_113,0.1
ICHxw_111,Ro,0
ICHxw_112,ICHxw_101,0
ICHxw_112,ICHxw_102,0
ICHxw_112,ICHxw_103,0
ICHxw_112,ICHxw_104,0
ICHxw_112,ICHxw_110,0.1
ICHxw_112,ICHxw_111,0.2
ICHxw_112,ICHxw_112,1
ICHxw_112,ICHxw_113,0.2
ICHxw_112,Ro,0
ICHxw_113,ICHxw_101,0
ICHxw_113,ICHxw_102,0
ICHxw_113,ICHxw_103,0
ICHxw_113,ICHxw_104,0
ICHxw_113,ICHxw_110,0.05
ICHxw_113,ICHxw_111,0.1
ICHxw_113,ICHxw_112,0.2
ICHxw_113,ICHxw_113,1
ICHxw_113,Ro,0
IDFdh_101,IDFdh_101,1
IDFdh_101,IDFdh_102,0
IDFdh_101,IDFdh_103,0
IDFdh_101,IDFdh_104,0.1
IDFdh_101,IDFdh_110,0.1
IDFdh_101,IDFdh_111,0.1
IDFdh_101,IDFdh_Fm,0
IDFdh_101,IDFdh_Ro,0
IDFdh_102,IDFdh_101,0
IDFdh_102,IDFdh_102,1
IDFdh_102,IDFdh_103,0.1
IDFdh_102,IDFdh_104,0
IDFdh_102,IDFdh_110,0
IDFdh_102,IDFdh_111,0
IDFdh_102,IDFdh_Fm,0
IDFdh_102,IDFdh_Ro,0.1
IDFdh_103,IDFdh_101,0
IDFdh_103,IDFdh_102,0.1
IDFdh_103,IDFdh_103,1
IDFdh_103,IDFdh_104,0.15
IDFdh_103,IDFdh_110,0
IDFdh_103,IDFdh_111,0
IDFdh_103,IDFdh_Fm,0
IDFdh_103,IDFdh_Ro,0
IDFdh_104,IDFdh_101,0.1
IDFdh_104,IDFdh_102,0
IDFdh_104,IDFdh_103,0.15
IDFdh_104,IDFdh_104,1
IDFdh_104,IDFdh_110,0
IDFdh_104,IDFdh_111,0
IDFdh_104,IDFdh_Fm,0
IDFdh_104,IDFdh_Ro,0
IDFdh_110,IDFdh_101,0.1
IDFdh_110,IDFdh_102,0
IDFdh_110,IDFdh_103,0
IDFdh_110,IDFdh_104,0
IDFdh_110,IDFdh_110,1
IDFdh_110,IDFdh_111,0.2
IDFdh_110,IDFdh_Fm,0.05
IDFdh_110,IDFdh_Ro,0
IDFdh_111,IDFdh_101,0.1
IDFdh_111,IDFdh_102,0
IDFdh_111,IDFdh_103,0
IDFdh_111,IDFdh_104,0
IDFdh_111,IDFdh_110,0.2
IDFdh_111,IDFdh_111,1
IDFdh_111,IDFdh_Fm,0.1
IDFdh_111,IDFdh_Ro,0
IDFdh_Fm,IDFdh_101,0
IDFdh_Fm,IDFdh_102,0
IDFdh_Fm,IDFdh_103,0
IDFdh_Fm,IDFdh_104,0
IDFdh_Fm,IDFdh_110,0.05
IDFdh_Fm,IDFdh_111,0.1
IDFdh_Fm,IDFdh_Fm,1
IDFdh_Fm,IDFdh_Ro,0
IDFdh_Ro,IDFdh_101,0
IDFdh_Ro,IDFdh_102,0.1
IDFdh_Ro,IDFdh_103,0
IDFdh_Ro,IDFdh_104,0
IDFdh_Ro,IDFdh_110,0
